enlightenment;The Enlightenment;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epistemology_invention;Epistemology;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
era_of_mass_armies;Era of Mass Armies;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esoteric_traditions_invention;Esoteric Traditions;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
external_debt;External Debts;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
field_fortifications;Field Fortifications;Fortifications de campagne;Feldbefestigungen;;Fortificaciones campo;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
field_fortifications_desc;This was the first fortification using modern materials and new engineering techniques. This application gives you the possibility to build a new fortification type.;Il s'agit des premières fortifications qui utilisaient des matériaux et techniques d'ingénierie moderne. Cette amélioration permet de construire un nouveau type de protection.;Dies war die erste Befestigungsart, für die moderne Materialien und Ingenieurstechniken zum Einsatz kamen. Diese Anwendung gibt Ihnen die Möglichkeit, einen neuen Befestigungstyp zu bauen.;;Fueron las primeras fortificaciones que usaron materiales modernos y nuevas técnicas de ingeniería. Esta aplicación te ofrece la posibilidad de construir un nuevo tipo de fortificación.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
firearmed_cavalry;Firearmed Cavalry;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
firepower_vs_mobility;Firepower vs Mobility;Puissance de feu contre Mobilité;Feuerkraft contra Mobilität;;Potencia de fuego contra movilidad;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
firepower_vs_mobility_desc;After the end of the First World War, the major powers had to re-evaluate their military strategies in light of the brutal lessons learned during the years of inconclusive trench warfare. One major school of thought that emerged focused on the importance of using massed firepower, principally in the form of artillery, to overwhelm the enemy and literally blast a hole in their lines to facilitate an advance, while another school of thought suggested that the key to victory on the modern battlefield was mobility, so that friendly forces could maneuver around enemy strongpoints to pursue the attack on more advantageous terms.;Après la fin de la Première Guerre mondiale, les Grandes Puissances ont dû réévaluer leurs stratégies militaires à la lumière des brutales leçons apprises pendant les années peu concluantes de la guerre des tranchées. Une grande école de pensée qui a émergé mit l'accent sur l'importance d'utiliser la puissance de feu de façon massée, principalement sous la forme d'artillerie, pour écraser l'ennemi et littéralement percer un trou dans leurs lignes afin de faciliter une avance, tandis qu'une autre école de pensée a suggéré que la clé de la victoire sur le champ de bataille moderne est la mobilité, de sorte que des forces amies pourraient manoeuvrer autour de points forts ennemis pour poursuivre l'attaque dans des conditions plus avantageuses. ;Nach dem Ende des ersten Weltkriegs mussten die Großmächte ihre Militärstrategien angesichts der brutalen Verluste während des jahrelangen ergebnislosen Stellungskriegs neu bewerten. Eine bedeutende Denkrichtung konzentrierte sich darauf, den Feind zur Begünstigung eines Bodenangriffs mit massiver Feuerkraft zu überwältigen, und im wahrsten Sinne des Wortes ein Lücke in seine Linien zu sprengen. Eine andere Denkrichtung sah dagegen die Mobilität als Schlüssel zum Sieg auf dem Schlachtfeld der Moderne an: Dabei sollten die eigenen Truppen feindliche Stützpunkte umgehen, um den Angriff zu günstigeren Bedingungen fortzuführen.;;Tras el final de la Primera Guerra Mundial, las grandes potencias tuvieron que reevaluar sus estrategias militares a la luz de las brutales lecciones aprendidas durante años de guerra inconcluyente. Una de las principales escuelas de pensamiento que surgieron subrayaba la importancia de utilizar potencia de fuego concentrada, sobre todo en forma de artillería, para abrumar al enemigo y, literalmente, abrir un agujero en sus líneas para facilitar el avance, mientras que otra sugería que la clave de la victoria en el campo de batalla moderno era la movilidad, para poder maniobrar alrededor de los puntos fuertes del enemigo y proseguir el ataque en términos más ventajosos.;;;;;;;;;x;;;;,,,,,,,,,,
first_industrial_revolution_tech;The First Industrial Revolution;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first_steam_engine;Early Steam Engine;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first_telescope;Early Telescope;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flexible_counterattacks;Flexible Counterattacks;Contre-attaques flexibles;Flexible Gegenangriffe;;Contraataques flexibles;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flexible_counterattacks_desc;After the enemy had gone over the top and his offensive was ebbing, this tactic meant the use of preplanned counterattacks against gaps in the enemy line where advance had not been synchronized. These counterattacks could sometimes push back the enemy even further than its original attacking positions. ;Après que l'ennemi ait dépassé ses possibilités et que son offensive se retire, les tactiques planifiées de contre-attaques consistaient à pointer les lacunes dans la ligne ennemie, où, éventuellement, l'avance n'aurait pas été synchronisée. Ces contre-attaques pouvaient parfois repousser l'ennemi encore plus loin que ses positions de départ. ;Nachdem sich der Feind übernommen hatte und die Stärke seiner Offensive abebbte, wurde diese Taktik angewandt, um mit im Voraus geplanten Gegenangriffe dort in Lücken in den feindlichen Linien zu schlagen, wo der Feind seinen Vorstoß nicht ausreichend synchronisiert hatte. Mit diesen Gegenangriffen konnte der Feind manchmal noch hinter seine ursprünglichen Angriffsstellungen zurückgedrängt werden.;;Estas tácticas pretendían lanzar contraataques planeados con antelación contra las brechas en la línea enemiga donde no se había sincronizado el avance después de que el enemigo se hubiera pasado y su ofensiva fuera disminuyendo. A veces estos contraataques podían hacer retroceder al contrario más allá de sus posiciones de ataque originales. ;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,
flexible_firepower;Flexible Firepower;Souplesse de la puissance de feu;Flexible Feuerkraft;;Potencia fuego flex.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flexible_firepower_desc;At this point a tactical innovation and the development of both weaponry and defensive points allowed armies to build arching points of fire that could flexibly cover the terrain effectively. This application gives you the possibility to build a new fortification type.;À ce stade d'innovation tactique et de développement à la fois des armes et des points de défense permettant aux armées de construire des points d'appui de tir pouvant couvrir avec souplesse et efficacité le terrain. Cela vous donne la possiblité de construire un nouveau type de fortification. ;Zu diesem Zeitpunkt ermöglichte eine taktische Innovation sowie die Entwicklung von Geschützen und Verteidigungsstellungen den Armeen, das Gefechtsgelände effizient mit flexiblen Schussbereichen abzudecken. Diese Anwendung gibt Ihnen die Möglichkeit, einen neuen Befestigungstyp zu bauen.;;En ese momento, una innovación táctica y el desarrollo del armamento y de los puntos de defensa permitieron a los ejércitos crear puntos de fuego parabólico que podían cubrir el terreno con flexibilidad y eficacia. Esta aplicación te ofrece la posibilidad de construir un nuevo tipo de fortificación.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,
flintlock_muskets;Flintlock Technology;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flintlock_rifle_armament;Flintlock Rifle Armament;;Steinschlossgewehr-Aufrüstung;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flintlock_rifle_armament_desc;Introduced at the beginning of the 17th century, the flintlock rapidly replaced earlier firearm-ignition technologies, such as the doglock, matchlock, and wheellock mechanisms. It continued to be in common use for over two centuries, replaced by percussion cap and, later, cartridge-based systems in the early-to-mid 19th century. Although long superseded by modern firearms, flintlock weapons enjoy continuing popularity with black-powder shooting enthusiasts.;;Das Steinschloss wurde im frühen 17. Jahrhundert eingeführt und ersetzte schnell die älteren Auslösemechanismen für Schusswaffen, wie z.B. das Schnappschloss, Luntenschloss oder Radschloss. Es war mehr als zwei Jahrzehnte im Einsatz, bevor es vom Zündhütchen und später, Anfang bis Mitte des 19. Jahrhunderts, von patronenbasierten Systemen abgelöst wurde. Auch wenn sie schon lange von modernen Feuerwaffen verdrängt wurden, erfreuen sich Steinschlosswaffen bei Schwarzpulver-Liebhabern immer noch großer Beliebtheit.;;;;;;;;;;;x,,,,,,,,,,,,,,,,
flintlock_rifles;Flintlock Rifles;Fusils à silex;Steinschlossgewehre;;Fusiles chispa;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flintlock_rifles_desc;Flintlock Rifles;Fusils à silex;Steinschlossgewehre;;Fusiles chispa;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_manufactories;Food Processing Manufactories;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forced_march_invention;Forced March;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
four_course_crop_rotation;Four Course Crop Rotation;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gas_attack_capability;Gas Attack Capability;Attaque aux gaz;Gasangriffsfähigkeit;;Capac. ataques con gas;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gas_attack_capability_desc;By loading artillery ammunition with poisonous gas substance," the killing zones stayed lethal for long periods of time. It also decreased the movement capacity of the defending units and the protective ability of concrete fortifications.;""En chargeant les obus d'artillerie avec du gaz empoisonné"," les """"zones létales"""" le restent longtemps après l'arrêt des tirs. Cela réduit la capacité de mouvement des défenseurs et la valeur protectrice des fortifications en béton."";Durch den Beschuss mit Gasgranaten blieben die Killing Zones über lange Zeiträume hinweg tödlich. Der Gaseinsatz verringerte auch die Beweglichkeit verteidigender Einheiten und reduzierte die Schutzfunktion von Betonbunkern.;;Cargar la munición de artillería con sustancias de gas venenoso hizo que los radios de peligro resultaran letales durante largos periodos de tiempo. También disminuyó la capacidad de movimiento de las unidades defensoras y la capacidad protectora de las fortificaciones de hormigón.;;;;;;;;;x;;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
gas_defense_capability;Gas Defense Capability;Défense contre les gaz;Gasverteidigungsfähigkeit;;Capac. defensa contra gas;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gas_defense_capability_desc;By introducing gas masks, a set of rules for how to wear the uniform when attacked by gas, and standard operation procedures for movement under gas attacks, the losses and effects of gas were diminished.;Pour diminuer les pertes et les effets des gaz, on a déployé des masques à gaz, défini des consignes de port de l'uniforme et on a appliqué des procédures de déplacement lors des attaques aux gaz.;Durch die Einführung von Gasmasken und Verhaltensregeln für Gasangriffe wurden deren Effekte reduziert und die Höhe der Verluste verringert.;;La introducción de máscaras de gas, de un conjunto de reglas sobre cómo llevar el uniforme cuando se sufre un ataque con esta sustancia y de los procedimientos operativos estándar para el movimiento bajo este tipo de ataque, disminuyeron las pérdidas y los efectos del gas.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,
georgian_era;Commerce;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global_communications;Global Communications;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global_communications_desc;Global Communications;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
globalisation;Globalisation;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
globalisation_desc;Globalisation;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
globalized_economy;Globalized Economy;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grand_battle_plan_vs_superior_firepower;Grand Battle Plan vs Superior Firepower;Grand plan de bataille contre Puissance de feu supérieure;Großer Schlachtplan contra Überlegene Feuerkraft;;Plan de la gran batalla contra potencia de fuego superior;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grand_battle_plan_vs_superior_firepower_desc;For those armies that focused on firepower, another crucial decision revolved around how that firepower was to be utilized. One possibility was to craft intricate and detailed plans that integrated artillery strikes on specific targets timed to end just as the main assault was launched, while another possibility was simply to mass together as much artillery as possible and bombard the enemy until he gave way.;Pour ces armées qui comptaient sur la puissance de feu, une autre décision cruciale tournait autour de la façon dont la puissance de feu devait être utilisée. Une possibilité consistait à élaborer des plans complexes et détaillés qui intégraient des tirs d'artillerie sur des cibles spécifiques programmés pour se terminer au moment ou l'attaque principale était lancée, tandis qu'une autre possibilité était tout simplement de les masser ensemble, autant que possible d'artillerie et de bombarder l'ennemi jusqu'à ce qu'il cède. ;Für Armeen, die auf Feuerkraft fokussiert waren, stellte sich die Frage, wie diese Feuerkraft eingesetzt werden sollte. Eine Möglichkeit war die Erstellung komplizierter und detaillierter Pläne, die beinhalteten, dass Artillerieschläge auf bestimmte Ziele zeitlich so abgestimmt wurden, dass sie kurz vor dem Beginn des eigentlichen Hauptangriffs endeten. Eine andere Möglichkeit war die Ansammlung so vieler Geschütze wie möglich und die Bombardierung des Feindes bis zu dessen Kapitulation.;;Para aquellos ejércitos que se centraban en la potencia de fuego, otra decisión crucial tenía que ver con el modo de utilizar esa potencia de fuego. Una posibilidad era elaborar complejos y detallados planes que integraban ataques de artillería contra objetivos específicos que debían terminar en el momento justo en que se lanzaba el ataque principal, mientras que otra era simplemente concentrar toda la artillería posible y bombardear al enemigo hasta que se rindiera.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,
grande_armee_invention;Grande Armee;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green_power;Green Electricity;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grenadier_invention;Grenadiers;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy_armament;1870 - 1918;1870 - 1918;1870 - 1918;;1870 - 1918;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy_armament_desc;This is your heavy support as artillery pieces and mortars. The applications will upgrade the combat values of your artillery detachments. Those detachments will give your units an extra punch that will be formidable with the later applications.;C'est votre soutien lourd composé de pièces d'artillerie et de mortiers. Les dispositions permettront d'améliorer les valeurs de combat de vos détachements d'artillerie. Ces détachements donneront à vos unités un punch supplémentaire qui sera redoutable avec les dispositions plus tardives. ;Dies ist Ihre schwere Feuerunterstützung in Form von Artilleriegeschützen und Mörsern. Die Anwendungen erhöhen die Kampfwerte Ihrer Artillerieabteilungen. Diese Abteilungen geben Ihren Einheiten zusätzliche Schlagkraft, die mit späteren Anwendungen beeindruckend wird.;;Se trata de tu apoyo pesado, como las piezas de artillería y los morteros. Su utilización mejorará la eficacia militar de tus unidades de artillería. Esos destacamentos darán a tus unidades un empujón que resultará formidable en usos posteriores.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy_armament_dunno;Heavy Armament;Armement lourd ;Schwere Bewaffnung;;Armamento pesado;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy_armament_dunno_desc;Heavy Armament;Armement lourd ;Schwere Bewaffnung;;Armamento pesado;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy_artillery;Heavy Artillery;Artillerie lourde;Schwere Artillerie;;Artillería pesada;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy_artillery_desc;Monsters of the battlefield, these heavy guns were the long-range threats feared by infantrymen everywhere. Large caliber guns that could be placed well behind the front lines, they could support multiple operations within their range.;Les monstres du champ de bataille, ces armes lourdes ont été les menaces à longue portée des fantassins partout sur le terrain. Des canons de gros calibre qui pouvaient être placés loin derrière les lignes de front, ils pouvaient ainsi appuyer des opérations multiples à distance. ;Diese Monster des Schlachtfelds waren die Langstreckenbedrohung, vor der sich jeder Infanterist fürchtete. Diese großkalibrigen Geschütze konnten weit hinter der Front stationiert werden und von dort aus Operationen innerhalb ihrer Schussreichweite unterstützen.;;Monstruos del campo de batalla, estos cañones pesados eran la amenaza más temida para la infantería de todas partes del mundo. Estas piezas de gran calibre se podían colocar muy lejos del frente, desde donde podían apoyar numerosas operaciones.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,
heliocentrism;Heliocentrism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baroque;High Baroque;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baroque_construction;High Baroque Construction;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baroque_fine_arts;High Baroque Fine Arts;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baroque_music_n_literature;High Baroque Music and Literature;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_temperature_superconductivity;High Temperature Superconductivity;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_temperature_superconductivity_desc;High Temperature Superconductivity;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human_augmentation;Military Augmentation;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
humanism_invention;Humanism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human_wave_vs_spearhead;Human Wave vs Spearhead;Vague humaine contre Fer de lance;Massenangriffe contra Angriffsspitzen;;Oleada humana contra punta de lanza;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human_wave_vs_spearhead_desc;For those armies that focused on mobility, it was important to decide how precisely the army was to be mobile. One option was to use standard infantry forces, and to overwhelm the enemy when contact was made, while another option was to focus on specialized spearhead units, often with a mechanized component, that were best suited for mobility and could quickly exploit weaknesses in the enemy line.;Pour ces armées qui mettaient l'accent sur la mobilité, il était important de décider comment, précisément, l'armée devait être mobile. Une option était d'utiliser les forces d'infanterie standard, et d'écraser l'ennemi, si le contact était établi, tandis qu'une autre option était de s'appuyer sur des unités spécialisées dites « fer de lance », avec souvent une composante mécanisée, qui était la mieux adaptée à la mobilité et pouvait rapidement exploiter les faiblesses de la ligne ennemie.;Für Armeen, die auf Mobilität fokussiert waren, spielte die Entscheidung, wie genau die eigenen Truppen mobil sein sollten, eine große Rolle. Eine Option bestand darin, normale Infanterietruppen einzusetzen, und den Feind bei Kontakt mit schierer Masse zu überwältigen. Eine andere Option konzentrierte sich auf spezialisierte Voraustruppen, zu denen oft auch mechanisierte Einheiten gehörten, die sehr mobil waren und Schwächen in den feindlichen Linien schnell ausnutzen konnten.;;Para aquellos ejércitos que se centraban en la movilidad, era importante decidir cómo debía obtenerse esta movilidad. Una opción era utilizar formas de infantería estándar para aplastar al enemigo al producirse el contacto, mientras que otra se centraba en puntas de lanza formadas por unidades especializadas, a menudo de tipo mecanizado, más rápidas, que podían explotar mejor las debilidades de la línea enemiga.;;;;;;;;;x;;;;,,,,
hussar_activation;Hussars;;Husaren;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hussar_activation_desc;Hussar refers to a number of types of light cavalry which originated in Hungary during the 15th century. The title and distinctive dress of these horsemen was subsequently widely adopted by light cavalry regiments in European and other armies. The hussars played a prominent role as cavalry in the Napoleonic Wars. As light cavalrymen mounted on fast horses, they would be used to fight skirmish battles and for scouting. ;;Husaren sind eine leichte Kavallerie-Einheit, die ihren Ursprung im 15. Jahrhundert in Ungarn hat. Ihre Bezeichnung und die charakteristische Kleidung dieser Reiter wurde in der Folgezeit weitgehend von leichten Kavallerie-Regimentern in Europa und anderen Armeen übernommen. Die Husaren spielten als Kavallerie in den Napoleonischen Kriegen eine wichtige Rolle. Diese leichte Kavallerie auf schnellen Pferden wurde in Gefechten und zur Erkundung eingesetzt.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
improved_anti_aircraft_artillery;Improved Anti-Aircraft Artillery;Artillerie antiaérienne améliorée;Verbesserte Flugabwehrartillerie;;Artillería antiaérea mejorada;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"improved_anti_aircraft_artillery_desc;""As aircraft improved over time", so too did the weapons to counter them. Heavier guns, with improved sights," and better designed shells made the dreaded """"""""ack-ack"""""""" all the more dangerous."";Alors que les avions n'avaient de cesse de s'améliorer", les armes censées les contrer leur emboîtèrent le pas. Des canons plus lourds dotés de systèmes de visée améliorés ainsi que de puissants obus augmentaient la dangerosité des systèmes antiaériens.;Im Zuge der allmählichen Weiterentwicklung von Flugzeugen wurden auch die Flugabwehrwaffen verbessert. Schwerere Geschütze mit verbesserten Zielvorrichtungen machten die gefürchtete Flak noch gefährlicher.;;Al mismo tiempo que progresaban los aviones lo hacían las armas para contrarrestarlos. Los nuevos cañones, más pesados, con miras mejoradas y munición mejor diseñada, aumentaron la peligrosidad de estas armas.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,
indirect_artillery_fire;Indirect Artillery Fire;Tir indirect d'artillerie;Indirekter Artilleriebeschuss;;Fuego indir. artillería;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indirect_artillery_fire_desc;Indirect Artillery Fire;Tir indirect d'artillerie;Indirekter Artilleriebeschuss;;Fuego indir. artillería;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
industry_tech;Industry: From 1700;Industry: From 1700;Industry: From 1700;;Industry: From 1700;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infiltration;Infiltration;Infiltration;Infiltrierung;;Infiltración;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infiltration_desc;Infiltration;Infiltration;Infiltrierung;;Infiltración;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inquisition_invention;The Inquisition;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inquisitions_tech;Inquisition;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
international_monetary_funds;International Monetary Funds;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
internet;The Internet;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interwar_cavalry;Interwar Cavalry;Cavalerie de l'entre-deux-guerres;Zwischenkriegskavallerie;;Caballería de entreguerras;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interwar_cavalry_desc;With the mass casulaties suffered in the Great War, and the dawning of the motorised age, traditional horse cavalry was on its way out. The new focus on motorisation changed the way cavalry was to be used, and its role on the battlefield. No longer horse-mounted, soldiers would be mounted instead on motorised vehicles. Motorisation would also allow for more fire power from heavier guns, and speed up deployment times.;Avec les pertes massives subies pendant la Grande Guerre, et l'aube de l'âge motorisé, la cavalerie à cheval traditionnelle était en voie de disparition. Le nouvel accent mis sur la motorisation a changé la façon dont elle devait être utilisée, et son rôle sur le champ de bataille. Plus de chevaux montés, les soldats étaient 'montés', à la place, sur des véhicules motorisés. La motorisation permettait également une meilleure puissance de feu avec des canons lourds, et permettait d'accélérer la vitesse de déploiement. ;Angesichts der massenhaften Verluste des ersten Weltkriegs und des Anbruchs des motorisierten Zeitalters stand die traditionelle Pferdekavallerie vor dem endgültigen Aus. Die neue Fokussierung auf Motorisierung veränderte die Einsatzart von Kavallerie und ihre Rolle auf dem Schlachtfeld. Anstatt eines Pferds bestiegen die Soldaten nun motorisierte Fahrzeuge. Die Motorisierung ermöglichte außerdem die Steigerung der Feuerkraft mittels schwererer Geschütze und die Verkürzung der Aufmarschzeit.;;Con las bajas masivas sufridas en la Gran Guerra y el comienzo de la era motorizada, llegó el final de la caballería tradicional. La importancia de la motorización cambió el modo en que se utilizaba la caballería y su papel en el campo de batalla. A partir de entonces, en lugar de usar caballos, los soldados irían montados en vehículos motorizados. Además, la motorización permitiría utilizar cañones más pesados y potentes y aumentaría la velocidad de despliegue.;;;;;;;;;x;;;;,,,,,,,,,,,,,,
interwar_infantry;Interwar Infantry;Infanterie de l'entre-deux-guerres;Zwischenkriegsinfanterie;;Infantería de entreguerras;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interwar_infantry_desc;From the end of the Great War to the end of the Depression, many nations' armies kept evolving in nature and focus. Starting with new divisional structures, many armies began to develop specialized units, ranging from Marines to Mountaineers. A greater degree of motorisation, with mass availability of cars and trucks, added to the ever-changing nature of land units across the globe.;De la fin de la Grande Guerre à la fin de la Dépression, les armées des pays ont continué d'évoluer en nature et en concentration. À partir de nouvelles structures divisionnaires, de nombreuses armées ont commencé à développer des unités spécialisées, allant des marines aux alpinistes. A un plus grand degré de motorisation, avec une disponibilité en masse de voitures et de camions, s'ajoutait la nature sans cesse changeante des unités terrestres à travers le monde. ;Zwischen dem Ende des ersten Weltkriegs und dem Ende der Großen Depression entwickelten sich die Armeen vieler Länder inpunkto Eigenschaften und Fokussierung weiter. Viele Armeen führten neue Divisionsstrukturen ein und begannen mit der Ausbildung verschiedenster Spezialtruppen wie Marineinfanterie und Gebirgsjägern. Die mit der massenhaften Verfügbarkeit von Autos und Lkw einhergehende Mobilitätssteigerung trug weltweit zur ständigen Veränderung von Bodentruppen bei.;;Entre el final de la Primera Guerra Mundial y el final de la Gran Depresión, los ejércitos de muchos países siguieron evolucionando, tanto en su naturaleza como en su enfoque. Empezando por nuevas estructuras divisionales, muchos ejércitos comenzaron a desarrollar unidades especializadas, de marines a fuerzas de montaña. La creciente importancia de la motorización, gracias a la disponibilidad masiva de coches y camiones, contribuyó a la modificación de las fuerzas terrestres por todo el mundo.;;;;;;;;;x;;;;,,,,,,,,,,,,,,
iron_breech_loaded_artillery;Iron Breech-loaded Artillery;Artillerie en fer à culasse;Hinterladergeschütz, Eisen;;Artillería postcarga (hierro);;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iron_breech_loaded_artillery_desc;Iron Breech-loaded Artillery;Artillerie en fer à culasse;Hinterladergeschütz, Eisen;;Artillería postcarga (hierro);;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iron_muzzle_loaded_artillery;Iron Muzzle-loaded Artillery;Artill. fer chargée par bouche;Vorderladergeschütz, Eisen;;Artillería avancarga (hierro);;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iron_muzzle_loaded_artillery_desc;Iron Muzzle-loaded Artillery;Artillerie en fer chargée par la bouche;Vorderladergeschütz, Eisen;;Artillería avancarga (hierro);;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacobean_era;Army;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jesuit_missions;Jesuit Missions;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jesuit_movements_tech;Jesuit Movement;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jesuit_schools;Jesuit Schools;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitting_machine;Knitting Machine;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large_hadron_collider;The Large Hadron Collider;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large_hadron_collider_desc;The Large Hadron Collider;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
late_interwar_bombers;Late Interwar Bombers;Derniers bombardiers de l'entre-deux-guerres;Späte Zwischenkriegsbomber;;Bombarderos de entreguerras tardíos;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
