EVTDESC4410;Here we stand at the brink of a brave new world. Behind us lie a thousand years of darkness, criminal ignorance and superstitions. Before us lie a new future, free of all these evils. Here, at the fork in the road, we make our choice. God is dead, gentlemen! Do we now advance forward, in clear acceptance of the facts uncovered by the modern sciences, that there is not, and cannot be, a divine creator, or do we cling to our most beloved nightmare, and continue to close our eyes in trembling fear of demons, angels and ghosts of sins past. We are free people, gentlemen. Let us act our part.'\n\nOur government's anti-clerical agenda has, not surprisingly, caused friction with the $COUNTRY_ADJ$ clergy.;Ici, nous sommes à la veille d'un nouveau monde. Derrière nous se trouvent mille ans d'obscurité, l'ignorance et les superstitions. Avant de nous coucher sur un nouvel avenir, libre de tous ces maux. Ici, à la bifurcation de la route, nous faisons notre choix. Dieu est mort, messieurs ! vers l'avant, dans l'acceptation claire des faits découverts par la science moderne, qu'il n'y a pas, et ne peut pas avoir, un créateur divin, ou de nous accrocher à notre cauchemar le plus aimé, et de continuer à fermer les yeux en tremblant de la peur des démons, des anges et des fantômes de ses péchés passés. Nous sommes des gens libres, messieurs. Agissons comme tel. \n\nNotre programme anti-cléricale gouvernementale, sans surprise, a provoqué des frictions avec les memebres du clergé $COUNTRY_ADJ$.;Hier stehen wir vor den Toren einer schönen neuen Welt. Hinter uns liegen tausend Jahre der Dunkelheit, der kriminellen Ignoranz und des Aberglaubens. Vor uns liegt eine neue Zukunft, frei von all diesen Übeln. Hier, an der Weggabelung, treffen wir unsere Wahl. Gott ist tot, meine Herren! Bewegen wir uns nun vorwärts, in klarer Anerkennung der von der modernen Wissenschaft aufgedeckten Tatsachen, dass es keinen göttlichen Schöpfer gibt und nicht geben kann, oder halten wir an unserem geliebten Albtraum fest und schließen weiter unsere Augen in zitternder Furcht vor Dämonen, Engeln und Gespenstern vergangener Sünden? Wir sind freie Menschen, meine Herren. Verhalten wir uns auch so.'\n\nEs kommt nicht als Überraschung, dass das antikirchliche Programm unserer Regierung Spannungen mit dem $COUNTRY_ADJ$ Klerus erzeugt hat.;;Aquí estamos, en el albor de un mundo feliz. Detrás de nosotros yacen miles de años de oscuridad, ignorancia criminal y supersticiones, Delante nuestra tenemos un nuevo futuro, libre de todos estos males. Aquí, en la encrucijada, hacemos nuestra elección. ¡Caballeros, Dios ha muerto! Ahora avanzamos hacia delante, en clara aceptación de las pruebas desveladas por las ciencias modernas, de que no hay ni puede haber, un creador divino, o podemos aferrarnos a nuestra más querida pesadilla y continuar cerrando los ojos aterrados ante los demonios, los ángeles y los fantasmas de antiguos pecados. Somos hombre libres, caballeros. Actuemos como tales.\n\nLa agenda anticlerical de nuestro gobierno ha causado, lógicamente, fricciones con el clero de $COUNTRY$.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA4410;Black-guard reactionaries!;Réactionnaires !;Reaktionäre!;;¡Malditos reaccionarios!;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB4410;Take their opinions into consideration;Tenir compte de leurs opinions;Ihre Meinungen in Betracht ziehen.;;Tomad en consideración sus opiniones.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME4411;Secular Strife;Conflits séculiers;Säkulare Spannungen;;Disputa secular;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC4411;It has, over the past few years, become ever more obvious to this observer, that the present marriage between church and state cannot long persist, in face of the ever more agonizing conflicts between them. Conflicts that I, for lack of better words, could refer to as incidents of domestic violence.'\n\nAn intermezzo in one of our states seems to have been caused by our ruling party's secular policies. The local clergy in the area has received government support for several charitable ventures. Among other things, the religious organizations have been allowed to rent public buildings at prices vastly below market value.;Cela, au cours des dernières années, devient de plus en plus évident pour cet observateur, que le mariage actuel entre l'Église et l'État ne peut pas longtemps perdurer, du fait de conflits de plus en plus dures entre eux. Les conflits que j'ai, faute de mots adaptés, peuvent se référer à des incidents de violence domestique.  \n\nUn intermède dans un de nos Etats semble avoir été causé par les politiques laïques de notre parti au pouvoir. Le clergé local dans la région a reçu le soutien du gouvernement pour plusieurs entreprises de bienfaisance. Entre autres choses, les organisations religieuses ont été autorisés à louer des bâtiments publics à des prix largement inférieur à la valeur de marché. ;In den letzten paar Jahren ist es diesem Beobachter immer offensichtlicher geworden, dass die momentane Ehe zwischen Staat und Kirche nicht so weiter bestehen kann, da immer größere Konflikte zwischen ihnen auftreten. Konflikte, die ich, mangels eines besseren Ausdrucks, als Fälle von häuslicher Gewalt ansehe.'\n\nEin Intermezzo in einem unserer Staaten scheint durch die säkulare Politik unserer Regierungspartei ausgelöst worden zu sein. Die Kirchenführer in dem Gebiet haben Regierungsunterstützung für verschiedene karitative Projekte erhalten. Unter anderem wurde den religiösen Organisationen erlaubt, öffentliche Gebäude zu Preisen weit unter dem Marktwert zu mieten.;;Durante los últimos años, ha resultado cada vez más evidente para este observador que el matrimonio actual entre iglesia y estado debe acabar, a la luz de los agonizantes conflictos entre ellos. Conflictos a los que yo, a falta de palabras más adecuadas, denominaría de violencia doméstica.\n\nParece que las políticas seculares de nuestro partido gobernante han causado un intermezzo en uno de nuestros estados. El clero local de la zona ha recibido apoyo del gobierno para diversas empresas de caridad. Entre otras cosas, las organizaciones religiosas han obtenido permiso para alquilar edificios públicos a un precio muy inferior al valor de mercado.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA4411;These policies must end;Cette politique doit cesser.;Diese Politik muss enden;;Esas políticas han de acabar.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB4411;It is only charitable work.;C'est uniquement caritatif.;Es ist nur karitative Arbeit.;;Solo es una labor de caridad.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME4412;Pluralist Peace;Paix pluraliste;Pluralistischer Frieden;;Paz pluralista;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC4412;We are different. All of us, we who live within the sacred circle of $COUNTRY$, sing with our many, and varied voices. Yet we are all one and the same, for we are all $COUNTRY_ADJ$.'\n\nIt feels like a change in the wind. Old conflicts are being laid to rest, and bitter enemies can be seen arm in arm. It might sound like a fantasy, but the pluralist policies of our ruling party can almost be said to have ushered in a new era of understanding and tolerance in our nation. The calm might be deceptive, but it is calm.;Nous sommes différents. Chacun d'entre nous, nous qui vivons dans le cercle sacré de $COUNTRY$, chantons avec nos nombreux et variés voix. Pourtant, nous sommes tous un seul et même, car nous sommes tous $COUNTRY_ADJ$. \n\nIl se sent comme un changement dans le vent. Les anciens conflits sont mis au repos, et les ennemis jurés peuvent être vu au bras. Cela peut paraître comme un fantasme, mais les politiques pluralistes de notre parti au pouvoir peuvent presque faire dire qu'elles ont inauguré une nouvelle ère de compréhension et de tolérance dans notre pays. Le calme peut être trompeur, mais il est calme. ;Wir sind alle unterschiedlich. Wir alle, die wie im heiligen Kreise von $COUNTRY$ leben, singen mit unseren vielen und verschiedenen Stimmen. Und doch sind wir alle gleich, denn wir sind alle $COUNTRY_ADJ$.'\n\nEs fühlt sich an, als wechselte der Wind. Alte Konflikte werden beigelegt, und bittere Feinde sieht man Arm in Arm. Es mag wie eine Utopie klingen, aber die pluralistische Politik unserer Regierungspartei scheint in der Tat eine neue Ära der Toleranz und des Verstehens eingeläutet zu haben. Die Ruhe mag trügerisch sein, aber sie existiert.;;Nosotros somos diferentes. Todos nosotros, que vivimos en el sagrado círculo de $COUNTRY$, cantamos con nuestras muchas y variadas voces. Y aún así somos uno y el mismo, ya todos vivimos en $COUNTRY$.\n\nParece que soplan vientos de cambio. Los viejos conflictos se están dejando de lado y los enemigos más acérrimos caminan cogidos del brazo. Puede parecer una fantasía, pero puede decirse que las políticas pluralistas de nuestro partido gobernante han impulsado una nueva era de comprensión y tolerancia en nuestro país. Podría ser una calma engañosa, pero es calma al fin y al cabo.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA4412;We shall overcome!;Nous triompherons !;Wir ewrden die Hürden überwinden!;;¡Lo conseguiremos!;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB4412;We are all brothers!;Nous sommes tous frères !;Wir sind alle Brüder!;;¡Todos somos hermanos!;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME4413;Moralist Resurgence;Retour de la morale;Wiederauferstehung der Moralisten;;Resurgencia moralista;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC4413;And the moral fiber of our nation has thus degenerated, now to the point where all the evils that are want to plague a society are allowed free reign and roam in ours. What we need, what we desperately must have, is a moral resurgence in $COUNTRY$. We must return to the old values, to the foundation, to the things that once made our country great.'\n\nA preacher in one of our states has started a small, but locally potent, organization dedicated to what it claims is a much needed moral restoration of $COUNTRY$. No doubt this organization is piggy-backing on the ruling-party's already established moralist policies, and, on account of that, the ruling party could probably use this organization as a vital local ally.;... et la fibre morale de notre nation a donc dégénéré, maintenant au point où tous les diables veulent une société ou ils seraient autorisés d'errer. Ce qu'il nous faut, ce que nous avons désespérément besoin, est une résurgence morale en $COUNTRY$. Nous devons revenir aux anciennes valeurs, à la fondation, aux choses qui ont fait notre grand pays.\n\nUn prédicateur de l'un de nos Etats a lancé un petit, mais localement puissant, organisme voué à ce qu'il prétend être un grand besoin de restauration morale en $COUNTRY$. Nul doute que cette organisation est inféodée au parti au pouvoir qui a déjà établi des politiques moralistes, et, à cause de cela, le parti pourra probablement utiliser cette organisation comme un relais local.;Und die Moral unserer Nation ist nun bis zu dem Punkt degeneriert, da alle Übel, die eine Gesellschaft befallen können, freie Hand haben, sich in unserer Gesellschaft breit zu machen. Was wir brauchen, was wir ganz dringend haben müssen, ist eine Wiederauferstehung der Moral in $COUNTRY$. Wir müssen zu den alten Werten zurückkehren, zu den Dingen und den Fundamenten, zu dem die unser Land einst großartig machten.'\n\nEin Prediger in einem unserer Staaten hat eine kleine, aber örtlich sehr potente Organisation gegründet, die sich ihrer eigenen Angabe nach der bitter benötigten moralischen Wiederauferstehung von $COUNTRY$ gewidmet hat. Zweifelsohne reitet diese Organisation auf den Rockschößen der von der Regierungspartei schon etablierten moralistischen Politik, und daher könnte die Regierungspartei diese Organisation möglicherweise als wichtigen lokalen Verbündeten annehmen.;;Y la fibra moral de nuestra nación, por tanto, se ha degenerado hasta el punto en que se permite que campen a sus anchas todos los males que asedian a la sociedad. Lo que necesitamos y tenemos que conseguir desesperadamente es un resurgir moral en $COUNTRY$. Hemos de volver a los viejos valores, a los orígenes, a las cosas que una vez hicieron grande a nuestro país.\n\nEn uno de nuestros estados, un predicador ha iniciado una campaña pequeña pero con mucha fuerza a nivel local dedicada a lo que dice ser 'una muy necesaria restauración moral de $COUNTRY$'. Sin duda, esta organización bebe de las políticas moralistas ya establecidas por el partido gobernante y, basándose en ello, este partido podría servirse de tal organización como un poderoso aliado local.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA4413;Spread the word!;Répandons la bonne parole !;Verbreitet die Kunde!;;¡Difundidlo!;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB4413;Rejoice!;Réjouissons-nous !;Frohlocket!;;¡Regocijaos!;;;;;;;;x;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME4414;Protectionist Lobby;Le lobby des protectionnistes;Protektionistenlobby;;Lobby proteccionista;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC4414;But today, our high-quality goods are outcompeted by the cheapest vendor-trash that the foreign mass-producers can find to drown our market in. It is of the utmost importance, therefore, that we protect our local industries from the damaging influences of foreign competition.'\n\nOne of our states has faced heavy foreign competition in the past few year, and, as a response, a local protectionist lobby has formed. The lobby aims to impose subsidies to what it refers to as 'nationally vital industries', as well as import restrictions on foreign goods.;Mais aujourd'hui, nos produits de haute qualité sont concurrencés par les vendeurs de basse qualité alimentés par les producteurs de masse étrangers qui peuvent noyer notre marché. Il est donc de la plus haute importance que nous protégions nos industries locales contre les influences néfastes de la concurrence étrangère. \n\nUn de nos Etats a fait face à la concurrence étrangère ces dernières années, et, comme réponse, un lobby protectionniste locale s'est formé. Le lobby a pour but d'imposer des subventions à ce qu'il appelle «les industries de niveau national vital», ainsi que les restrictions à l'importation sur les marchandises étrangères. ;Doch heute werden unsere qualitativ hochwertigen Güter vom billigsten Schrott untergepflügt, den die ausländischen Massenproduzenten finden können, um unseren Markt zuzumüllen. Es ist von allergrößter Wichtigkeit, dass wir unsere lokale Industrie vor den schädlichen Auswirkungen ausländischer Mitbewerber schützen.'\n\nEiner unserer Staaten sah sich im letzten Jahr dem Druck starker ausländischer Konkurrenz ausgesetzt, und als Reaktion hat sich nun eine örtliche Protektionistenlobby gebildet. Die Lobby will Subventionen für 'national wichtige Industrien' und Importbeschränkungen für ausländische Güter erzielen.;;Pero hoy, nuestros productos de alta calidad sufren la competencia desleal de toda la basura barata producida en masa en el extranjero que han podido colar para hundir nuestro mercado. por tanto, es de vital importancia que protejamos nuestras industrias locales de las dañinas influencias de la competencia exterior.\n\nUno de nuestros estados ha tenido que afrontar una fuerte competencia de productos del exterior durante los últimos años y, como respuesta, han formado un lobby proteccionista. Su objetivo es imponer subsidios a lo que denominan 'industrias nacionales vitales', además de restricciones a la importación de bienes extranjeros.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA4414;Support the lobby;Soutenir le lobby;Lobby unterstützen;;Apoyad al lobby.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB4414;Free trade, and free industries;Libre-échange et industries libres;Freier Handel und freie Industrie.;;Libertad de comercio supone libertad de industria.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME4415;Free Trade & Repeal Society;Organisation pour le libre-échange et l'abrogation;Freihandel & Gesetzaufhebung;;Sociedad de revocación por el libre comercio;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC4415;And, in these days, when the old mercantilist dragon again rears its ugly head, it becomes more important than ever that those who do not wish to see borders closed and walls erected between the peoples of the world, speak their minds and make their voices resoundingly heard in the court of public opinion.'\n\nThe flames of public debate have been fanned today by the formation of a Free Trade Repeal society in one of our states. The society is dedicated to opposing the government's protectionist policies, and to repealing some of the central laws behind the government's policy.;Et, en ces jours, quand le vieux dragon mercantiliste élève de nouveau sa tête hideuse, il devient plus important que jamais, que ceux qui ne souhaitent pas voir la fermeture des frontières et les murs érigés entre les peuples du monde, disent ce qu'ils pensent et  fassent entendre leur voix  retentissante pour le tribunal de l'opinion publique.  \n\nLes flammes du débat public ont été attisées aujourd'hui par la formation d'une société pour le commerce libre dans l'un de nos Etats. La société est dédiée à s'opposer aux politiques protectionnistes du gouvernement, et abrogent certaines lois centrales, juste derrière le dos du gouvernement. ;In diesen Tagen, wo das alte merkantilistische Monster wieder sein hässliches Haupt erhebt, wird es wichtiger denn je, dass die, die unsere Grenzen nicht geschlossen und keine Mauern zwischen den Menschen der Welt sehen wollen, vortreten und ihre Stimmen vor dem Gerichtshof der öffentlichen Meinung kundtun.'\n\nDie Flammen der öffentlichen Debatte wurden heute durch die Bildung einer Freihandelsgesellschaft in einem unserer Staaten geschürt. Die Gesellschaft wendet sich gegen die protektionistische Regierungspolitik und will einige der zentralen Gesetze hinter dieser Politik aufgehoben sehen.;;Y, es en estos días, cuando el viejo dragón del mercantilismo asoma su fea cabeza, cuando es más importante que aquellos que no desean ver fronteras cerradas y muros erigidos entre los pueblos del mundo, deben alzar la voz y hacer que se les escuche en la corte de la opinión pública.\n\nHoy, la formación de una sociedad de revocación por el libre comercio en uno de nuestros estados ha avivado las llamas del debate público. La sociedad está dedicada a oponerse a las políticas proteccionistas del gobierno y a apelar contra algunas de las leyes centrales tras su política.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA4415;The policies will stand;Nous allons poursuivre cette politique.;Die Politik bleibt bestehen;;Las políticas permanecerán.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB4415;We will consider the arguments;Nous allons y réfléchir.;Wir werden ihre Argumente erwägen;;Consideraremos sus argumentos.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME4416;Free Trade & Morals;Libre-échange et moralité;Freihandel & Moral;;Libre comercio y moral;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC4416;And, therefore, the issue of economic freedom must, in this instance, be separated from the broader issue of public morality. The free trade of goods across our borders means a constant influx of all filth, depravity and immorality, and this dirty flood that washes over our people, must be stopped.'\n\nA debate has flared up between moralists and free traders in one of our states. Moralists argue that our current free trade policies allow our traders and merchants too much leeway in the types of goods the purvey, and wish to see a ban enacted on goods deemed to constitute a threat to public morality.;Et, par conséquent, la question de la liberté économique doit, dans ce cas, être séparée de la question plus large de la moralité publique. La libre circulation des marchandises à nos frontières amènent un afflux constant de toutes les saletés, dépravations et immoralité, et ce flot sale qui se déverse sur notre peuple, doit être arrêté. \n\nUn débat a éclaté entre les moralistes et les libre-échangistes dans un de nos Etats. Les moralistes prétendent que notre politique actuelle en matière de libre-échange permet à nos commerçants et à nos marchands une trop grande latitude dans les types de marchandises qu'ils vendent, et ils souhaitent voir une interdiction édictée sur les marchandises réputées constituer une menace pour la moralité publique. ;Und daher muss die Frage der Wirtschaftsfreiheit in diesem Falle von der größeren Frage der öffentlichen Moral getrennt werden. Der freie Handel mit Gütern über unsere Grenzen bedeutet einen konstanten Einfluss unmoralischer und verderbter Elemente, und diese dreckige Flut muss daran gehindert werden, sich über unser Volk zu ergießen.'\n\nEine Debatte ist zwischen Moralisten und Freihändlern in einem unserer Staaten aufgeflackert. Moralisten argumentieren, dass unsere momentane Freihandelspolitik unseren Händlern zuviel Auswahl an Importgütern erlaubt, und wollen Importe von Waren verbieten, die sie als Bedrohung der öffentlichen Sitten ansehen.;;Y, por ello, el asunto de la libertad económica debe, en este punto, quedar separado del asunto más general de la moralidad pública. El libre comercio de bienes a través de nuestras fronteras supone una constante influencia de todo tipo de suciedad, depravación e inmoralidad. Este sucio torrente que baña a nuestro pueblo debe ser detenido.\n\nHa surgido un debate entre moralistas y partidarios de libre comercio en uno de nuestros estados. Los moralistas argumentan que nuestras actuales políticas de libre comercio permiten a nuestros comerciantes demasiada libertad en cuanto al tipo de bienes que importan, y quieren una prohibición a la entrada de bienes que resulte una amenaza para la moralidad pública.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA4416;Support the Free Traders;Soutenir les libre-échangistes;Freihändler unterstützen;;Apoyad el libre comercio.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB4416;Support the Moralists;Soutenir les moralistes;Moralisten unterstützen;;Apoyad a los moralistas.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME4417;Moralists Support The War Effort;Les moralistes soutiennent l'effort de guerre;Moralisten unterstützen die Kriegsanstrengungen;;Los moralistas apoyan el esfuerzo de guerra.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC4417;And, therefore, our nation's conflicts are also our conflicts. Not merely on account of the justness of our fatherland's cause, but also on account of the fundamental moral rightness for which it stands.'\n\nOur government's policies on issues of public morality have led to a massive support for the war effort from moralist circles. Some in these circles have even started to refer to $COUNTRY$'s conflict as a moral crusade.;Et, par conséquent, les conflits de notre pays sont aussi nos conflits. Non seulement à cause de la justesse de la cause de la patrie, mais aussi en raison de la justesse morale fondamentale dans laquelle elle se trouve. \n\nNotre politique gouvernementale sur les questions de moralité publique a conduit à un soutien massif à l'effort de guerre des cercles moralistes. Certains de ces cercles ont même commencé à se référer à des conflits de $COUNTRY$ comme à une croisade morale. ;Und daher sind die Konflikte unserer Nation auch unsere Konflikte. Nicht nur wegen der gerechten Sache, für die unser Vaterland ringt, sondern auch wegen der fundamentalen moralischen Rechtschaffenheit, für die sie steht.'\n\nDie Politik unserer Regierung hinsichtlich öffentlicher Moral haben zu massiver Unterstützung der Kriegsanstrengungen aus Moralistenkreisen geführt. Manche Mitglieder dieser Kreise haben sogar begonnen, $COUNTRY$s Konflikt als moralischen Kreuzzug anzusehen.;;Y, por eso, los conflictos de nuestra nación son también nuestros conflictos. No solo se trata de la justicia de la causa de nuestra patria, sino también los principios de rectitud moral que esta representa.\n\nLas políticas de nuestro gobierno en materia de moral pública han conducido a un apoyo masivo al esfuerzo de guerra por parte de los círculos moralistas. Algunos de ellos han empezado a referirse al conflicto de $COUNTRY$ como una cruzada moral.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA4417;Rest, brave soldiers!;Reposez-vous, braves soldats !;Rastet, tapfere Soldaten!;;¡Descansad, bravos soldados!;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB4417;Fight on, brave soldiers!;Combattez, braves soldats !;Kämpft weiter, tapfere Soldaten!;;¡Seguid luchando, bravos soldados!;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME4418;Ban on Public Meetings?;Interdiction des réunions publiques ?;Öffentliche Versammlungen verbieten?;;¿Prohibición de reuniones públicas?;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC4418;In light of the recent acts of violence committed by certain elements within our community, I, therefore, would like to suggest to this chamber a temporary abridgment of the right to assemble in public places. It is a well established fact that the heart of the city pulses along with the heart of the mob, and that by removing the mob, the city will return to calm.'\n\nA conservative clique in the Upper House has, on account on the prevailing social unrest in $COUNTRY$, begun pushing for what they refer to as a temporary ban on public meetings. While the ban is claimed to be temporary, many within the other parties fear that it may very well become institutionalized.;À la lumière des récents actes de violence commis par certains éléments au sein de notre communauté, je voudrais suggérer à cette chambre une réduction temporaire du droit de se réunir dans les lieux publics. Il est un fait bien établi que le cœur de la ville pulse avec le cœur de la foule, et que, en supprimant la foule, la ville retournera au calme. \n\nUne clique conservatrice à la Chambre haute a, en raison de l'agitation sociale qui règne dans $COUNTRY$, commencé en proposant au vote ce qu'ils appellent une interdiction temporaire sur les réunions publiques. Bien que l'interdiction soit revendiquée temporaire, de nombreuses autres parties ont la crainte qu'elle soit peut-être bien institutionnalisée.;Im Lichte der neuerlichen Gewalttaten, die von bestimmten Elementen unserer Gesellschaft ausgeführt wurden, würde ich dieser Kammer vorschlagen, das Recht auf öffentliche Versammlungen auf unbestimmte Zeit aufzuheben. Es ist eine wohlbekannte Sache, dass das Herz der Stadt im Gleichschritt mit dem Herzen des Mobs schlägt, und die Stadt wieder zur Ruhe kommen wird, sobald wir den Mob entfernt haben.'\n\nEine konservative Clique im Oberhaus hat aufgrund der fortschreitenden sozialen Unruhen in $COUNTRY$ begonnen, für ein vorübergehendes Verbot öffentlicher Versammlungen zu plädieren. Während dieses Verbot zeitbeschränkt ist, fürchten manche Mitglieder der anderen Parteien, dass es sehr wohl auf lange Zeit etabliert werden könnte.;;A la luz de los recientes actos de violencia cometidos por ciertos elementos de nuestra comunidad, me gustaría sugerir a esta cámara una restricción temporal del derecho de reunión en lugares públicos. Es un hecho establecido aquel que dice que el corazón de la ciudad late con el corazón de la turba y que, si eliminamos a la turba, la ciudad volverá a la calma.\n\nDebido al malestar social de $COUNTRY$, una camarilla conservadora ha comenzado a presionar por lo que ellos llaman una prohibición temporal de las asambleas públicas. Aunque dicen que sería una medida temporal, muchos en el seno de los otros partidos temen que pudiera volverse algo institucionalizado.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA4418;Tyranny is not the answer;La tyrannie n'est pas une solution.;Tyrannei ist keine Antwort.;;La tiranía no es la respuesta.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB4418;A temporary ban would be in order;Une interdiction temporaire s'impose.;Ein vorübergehendes Verbot ist angebracht.;;Una prohibición temporal sería adecuada.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
